algorithm,RQ,experiment_id,iteration,no_datapoints,no_features,preprocessing_energy(J),preprocessing_time(s),train_energy(J),train_time(s),predict_energy(J),predict_time(s),datatype,accuracy,precision,recall,f1
SVM,2.2,20,13,3900,8169,0.000790654,1.447918892,0.518993291,2.090948105,0.236744629,1.70619607,float64,0.828349282,0.431965443,0.892857143,0.58224163
Bagging Classifier,2.2,137,13,3900,5718,0.098407042,1.441416025,0.693614523,2.031852245,0.04737326,1.50612092,float64,0.961124402,0.899497487,0.799107143,0.846335697
AdaBoost,2.2,113,16,3900,2451,0.041548333,1.465239048,1.56955378,1.875478029,0.070358899,1.508397818,float64,0.968301435,0.909090909,0.848214286,0.877598152
Random Forest,2.2,98,8,3900,6535,0.015879881,1.48207593,1.486976431,3.240527868,0.086895414,1.563368082,float64,0.979066986,1,0.84375,0.915254237
KNN,2.1,66,16,1559,8169,0.00761104,1.462716103,0.005479862,1.443846941,0.072243495,1.491178036,float64,0.917787743,0.733333333,0.611111111,0.666666667
Bagging Classifier,2.2,136,10,3900,4901,0.025813505,1.465113163,0.610245827,1.985730886,0.083708425,1.532444954,float64,0.958133971,0.866666667,0.8125,0.838709677
Random Forest,2.1,82,0,3119,8169,0.007083252,1.477740049,1.446436397,2.974972963,0.075083659,1.520224094,float64,0.976831091,1,0.827777778,0.905775076
SVM,2.1,10,10,3900,8169,0.000884771,1.4360497,0.409937473,2.069057941,0.314405329,1.701183081,float64,0.828349282,0.431965443,0.892857143,0.58224163
Decision Tree,2.1,27,18,1169,8169,0.009973074,1.470013142,0.028199637,1.470193863,0.02240073,1.456799984,float64,0.950199203,0.838709677,0.776119403,0.80620155
Decision Tree,2.1,28,9,779,8169,0.009587124,1.454397917,0.02968007,1.452611208,0.023443831,1.451529026,float64,0.943283582,0.825,0.733333333,0.776470588
Bagging Classifier,2.1,128,19,779,8169,0.011725743,1.43756485,0.102464123,1.543878794,0.028017308,1.484976053,float64,0.964179104,0.945945946,0.777777778,0.853658537
Decision Tree,2.1,21,14,3509,8169,0.010845875,1.458695889,0.15211463,1.545032978,0.122250678,1.487621069,float64,0.953488372,0.847368421,0.797029703,0.821428571
Random Forest,2.2,99,15,3900,7352,0.025316257,1.469666958,1.233440651,3.330056906,0.122951766,1.551516056,float64,0.977272727,0.984375,0.84375,0.908653846
Decision Tree,2.2,37,13,3900,5718,0.016944912,1.449692011,0.106799553,1.549417973,0.056211749,1.515794992,float64,0.964114833,0.872727273,0.857142857,0.864864865
AdaBoost,2.1,104,8,2340,8169,0.009701992,1.444331884,0.438987198,1.949975967,0.038553117,1.498091936,float64,0.953140578,0.865546218,0.768656716,0.814229249
AdaBoost,2.2,112,11,3900,1633,0.024316187,1.474575996,0.287796566,1.791239023,0.062954305,1.527791739,float64,0.970095694,0.910377358,0.861607143,0.885321101
Random Forest,2.2,97,8,3900,5718,0.027835727,1.446384907,1.683366371,3.097718,0.089009769,1.531975985,float64,0.974282297,0.978835979,0.825892857,0.895883777
AdaBoost,2.1,105,15,1950,8169,0.010431251,1.439027786,0.412846708,1.836451292,0.034862919,1.495764971,float64,0.964114833,0.87962963,0.848214286,0.863636364
AdaBoost,2.1,110,13,3900,8169,0.000782962,1.438920259,0.945905857,2.394805908,0.085676976,1.519321918,float64,0.968301435,0.913043478,0.84375,0.877030162
Random Forest,2.1,90,10,3900,8169,0.000836695,1.43904686,1.51062584,3.497532129,0.108379552,1.578065872,float64,0.976674641,0.979274611,0.84375,0.90647482
Decision Tree,2.2,38,7,3900,6535,0.042684567,1.482558966,0.103710344,1.582145929,0.068088609,1.488265276,float64,0.961722488,0.873831776,0.834821429,0.853881279
KNN,2.1,64,8,2340,8169,0.010947173,1.450078011,0.007318491,1.458144903,0.121394363,1.566905022,float64,0.90329013,0.67961165,0.52238806,0.5907173
AdaBoost,2.1,109,23,389,8169,0.009915907,1.461121082,0.128430947,1.554977179,0.033391821,1.457634926,float64,0.958333333,0.9,0.782608696,0.837209302
AdaBoost,2.2,111,20,3900,817,0.017959423,1.465967894,0.372913251,1.686082125,0.065736864,1.547834158,float64,0.966507177,0.903846154,0.839285714,0.87037037
AdaBoost,2.2,117,5,3900,5718,0.026931082,1.458631039,0.685892923,2.101632118,0.063922386,1.517455101,float64,0.970095694,0.914285714,0.857142857,0.884792627
Decision Tree,2.2,35,9,3900,4084,0.024487518,1.463254929,0.088480629,1.550519943,0.054335133,1.502287865,float64,0.961722488,0.866972477,0.84375,0.85520362
Random Forest,2.1,83,19,2730,8169,0.009278725,1.475054741,0.81947831,2.762978077,0.056475544,1.500429869,float64,0.974358974,1,0.808917197,0.894366197
AdaBoost,2.2,114,16,3900,3268,0.016773982,1.464385033,0.320005398,1.918758869,0.069864811,1.510746956,float64,0.968301435,0.909090909,0.848214286,0.877598152
SVM,2.1,4,10,2340,8169,0.010299673,1.4432621,0.187821568,1.678802967,0.103344625,1.560430765,float64,0.80558325,0.395904437,0.865671642,0.543325527
Decision Tree,2.1,24,29,2340,8169,0.011193361,1.445619822,0.055013811,1.485744953,0.037588193,1.495995998,float64,0.943170489,0.785185185,0.791044776,0.788104089
Bagging Classifier,2.2,134,26,3900,3268,0.026193059,1.460656166,0.385068537,1.910929918,0.128336733,1.504622936,float64,0.967703349,0.912621359,0.839285714,0.874418605
AdaBoost,2.1,109,17,389,8169,0.011612736,1.437624693,0.082721965,1.553577185,0.026974634,1.463826895,float64,0.958333333,0.9,0.782608696,0.837209302
Bagging Classifier,2.2,132,17,3900,1633,0.02665241,1.471521139,0.288622475,1.705077887,0.059975552,1.513038158,float64,0.962320574,0.908629442,0.799107143,0.850356295
Bagging Classifier,2.2,135,1,3900,4084,0.024673618,1.486188173,0.409961621,1.943599939,0.047940651,1.520424843,float64,0.962320574,0.904522613,0.803571429,0.85106383
Decision Tree,2.2,39,1,3900,7352,0.01629466,1.474932909,0.111274457,1.552993774,0.056269559,1.503305912,float64,0.961124402,0.859728507,0.848214286,0.853932584
AdaBoost,2.1,108,18,779,8169,0.009631941,1.42909503,0.14812529,1.620908976,0.028576353,1.47467804,float64,0.970149254,0.906976744,0.866666667,0.886363636
AdaBoost,2.2,113,11,3900,2451,0.034851009,1.430308104,0.898116631,1.850282907,0.13945786,1.484729052,float64,0.967703349,0.908653846,0.84375,0.875
AdaBoost,2.2,117,9,3900,5718,0.028722051,1.443619728,0.748956734,2.079250336,0.067478768,1.523140192,float64,0.969497608,0.913875598,0.852678571,0.88221709
KNN,2.2,77,11,3900,5718,0.017678817,1.462422848,0.009388319,1.451391935,0.274924086,1.752622843,float64,0.88576555,1,0.147321429,0.256809339
AdaBoost,2.2,115,8,3900,4084,0.025821818,1.478891134,0.408414953,1.950123072,0.05145862,1.501147032,float64,0.970095694,0.914285714,0.857142857,0.884792627
Decision Tree,2.1,29,4,389,8169,0.00986075,1.465828896,0.009736014,1.457507849,0.01144909,1.479171038,float64,0.904761905,0.684210526,0.565217391,0.619047619
Random Forest,2.1,88,10,779,8169,0.006873779,1.463495016,0.240601151,1.748283863,0.032678522,1.500454903,float64,0.949253731,1,0.622222222,0.767123288
SVM,2.2,20,6,3900,8169,0.000792107,1.438186884,0.569477891,2.078825951,0.228881851,1.716206789,float64,0.828349282,0.431965443,0.892857143,0.58224163
KNN,2.2,72,0,3900,1633,0.026921548,1.470088959,0.011106445,1.463024855,0.218836776,1.716357231,float64,0.868421053,1,0.017857143,0.035087719
KNN,2.2,76,14,3900,4901,0.025146074,1.451313257,0.01339519,1.446565866,0.29963312,1.733778,float64,0.879784689,1,0.102678571,0.186234818
Random Forest,2.1,88,16,779,8169,0.0108023,1.440099955,0.245170736,1.761474133,0.041502174,1.448259115,float64,0.952238806,1,0.644444444,0.783783784
Random Forest,2.2,92,14,3900,1633,0.01768969,1.464201927,0.66924307,2.495971918,0.115244915,1.589045048,float64,0.977870813,1,0.834821429,0.909975669
KNN,2.2,75,28,3900,4084,0.025918234,1.486924171,0.010354239,1.451887131,0.359152045,1.739183903,float64,0.869019139,1,0.022321429,0.043668122
Random Forest,2.1,81,29,3509,8169,0.011111707,1.45408392,1.759668665,3.146000862,0.082658223,1.530598879,float64,0.972093023,0.981927711,0.806930693,0.885869565
KNN,2.1,67,22,1169,8169,0.010095049,1.443876982,0.004718502,1.457496166,0.046345387,1.511467218,float64,0.916334661,0.727272727,0.597014925,0.655737705
KNN,2.2,78,1,3900,6535,0.018009159,1.458358049,0.007828423,1.44985795,0.352615986,1.725926876,float64,0.889354067,0.975609756,0.178571429,0.301886792
Bagging Classifier,2.2,133,3,3900,2451,0.04982959,1.444415092,2.03961887,1.838351011,0.05930275,1.52857399,float64,0.961722488,0.908163265,0.794642857,0.847619048
SVM,2.1,2,24,3119,8169,0.010372718,1.454050064,0.330563581,1.878391981,0.150025285,1.618068933,float64,0.835575486,0.445054945,0.9,0.595588235
Bagging Classifier,2.2,137,19,3900,5718,0.031188522,1.463798046,0.511464241,2.062992334,0.060229195,1.516815901,float64,0.960526316,0.891089109,0.803571429,0.845070423
AdaBoost,2.2,113,24,3900,2451,0.025156819,1.453539133,0.334553931,1.895096779,0.061080283,1.49393177,float64,0.967703349,0.908653846,0.84375,0.875
SVM,2.2,16,19,3900,4901,0.026441024,1.450831175,0.609304412,1.969094276,0.227575525,1.688155174,float64,0.828349282,0.431965443,0.892857143,0.58224163
SVM,2.2,16,5,3900,4901,0.026060126,1.461630821,0.511620324,1.994143009,0.207589107,1.69882226,float64,0.828349282,0.431965443,0.892857143,0.58224163
Decision Tree,2.2,35,11,3900,4084,0.049696049,1.459164858,0.404073773,1.535890102,0.13855638,1.483625889,float64,0.960526316,0.859090909,0.84375,0.851351351
AdaBoost,2.2,111,2,3900,817,0.063487437,1.416786909,0.529537526,1.710697889,0.090067117,1.504868031,float64,0.966507177,0.903846154,0.839285714,0.87037037
KNN,2.1,63,20,2730,8169,0.010443509,1.447275877,0.00791571,1.458918095,0.154073306,1.597461939,float64,0.913675214,0.712121212,0.598726115,0.650519031
Decision Tree,2.2,31,14,3900,817,0.015826717,1.457101107,0.049072183,1.483726025,0.078818455,1.501980066,float64,0.95992823,0.852017937,0.848214286,0.850111857
SVM,2.1,10,18,3900,8169,0.000837343,1.465101957,0.614913398,2.077790976,0.242818236,1.705470085,float64,0.828349282,0.431965443,0.892857143,0.58224163
Bagging Classifier,2.1,127,0,1169,8169,0.010750378,1.438042164,0.143902987,1.58857584,0.019704285,1.457758904,float64,0.956175299,0.868852459,0.791044776,0.828125
Random Forest,2.1,84,5,2340,8169,0.010921432,1.457672834,1.845580176,2.49029088,0.062786604,1.497019768,float64,0.960119641,1,0.701492537,0.824561404
Bagging Classifier,2.1,122,21,3119,8169,0.006869586,1.443660975,0.351136766,1.965129852,0.057441502,1.484994173,float64,0.963378176,0.917197452,0.8,0.854599407
Random Forest,2.2,93,20,3900,2451,0.025640393,1.442219019,1.215907181,2.655976295,0.125001158,1.531095028,float64,0.976674641,1,0.825892857,0.904645477
Random Forest,2.2,97,4,3900,5718,0.017259019,1.478284121,1.758646403,3.075904846,0.085714007,1.547901869,float64,0.976076555,0.984210526,0.834821429,0.903381643
Random Forest,2.2,94,3,3900,3268,0.019230852,1.467715979,1.256459478,2.721256018,0.083829737,1.542293072,float64,0.977870813,0.984455959,0.848214286,0.911270983
AdaBoost,2.1,110,5,3900,8169,0.000867044,1.431365013,0.767699834,2.36934495,0.084463957,1.509310007,float64,0.968899522,0.913461538,0.848214286,0.87962963
AdaBoost,2.2,114,29,3900,3268,0.064390815,1.474128008,0.376554643,1.890119076,0.067217682,1.52601409,float64,0.967703349,0.908653846,0.84375,0.875
Random Forest,2.1,82,18,3119,8169,0.009893698,1.433489084,1.492121973,2.916490078,0.070165769,1.537518978,float64,0.976831091,1,0.827777778,0.905775076
Decision Tree,2.2,33,20,3900,2451,0.016761429,1.470416784,0.066944502,1.516748905,0.052618207,1.494845152,float64,0.965311005,0.884259259,0.852678571,0.868181818
Decision Tree,2.1,21,7,3509,8169,0.010927454,1.439970016,0.099956525,1.55674696,0.051534955,1.495227098,float64,0.953488372,0.85483871,0.787128713,0.819587629
Decision Tree,2.1,28,22,779,8169,0.009555091,1.465886116,0.01729507,1.474782228,0.01671032,1.441806793,float64,0.958208955,0.897435897,0.777777778,0.833333333
SVM,2.2,15,15,3900,4084,0.026922737,1.462053061,0.43236995,1.973469257,0.198802561,1.676417112,float64,0.828349282,0.431965443,0.892857143,0.58224163
Bagging Classifier,2.1,128,13,779,8169,0.010461772,1.457741022,0.063817828,1.520483017,0.019656052,1.477620125,float64,0.967164179,1,0.755555556,0.860759494
SVM,2.1,2,20,3119,8169,0.006477089,1.458268881,0.407663376,1.848659039,0.166398645,1.623635054,float64,0.835575486,0.445054945,0.9,0.595588235
KNN,2.1,66,22,1559,8169,0.010542873,1.43420887,0.005542631,1.456230164,0.053294541,1.513587236,float64,0.917787743,0.733333333,0.611111111,0.666666667
Decision Tree,2.1,27,23,1169,8169,0.010307073,1.452997923,0.025988534,1.488473177,0.024411813,1.473079205,float64,0.950199203,0.838709677,0.776119403,0.80620155
SVM,2.2,17,26,3900,5718,0.026207279,1.463230848,0.46045015,2.01463604,0.221927164,1.687740088,float64,0.828349282,0.431965443,0.892857143,0.58224163
AdaBoost,2.1,109,12,389,8169,0.009987372,1.424587011,0.105777887,1.560700178,0.018644864,1.470502853,float64,0.958333333,0.9,0.782608696,0.837209302
Random Forest,2.2,91,29,3900,817,0.027453922,1.470678091,0.503382841,2.041019678,0.085302392,1.553670168,float64,0.974880383,0.994565217,0.816964286,0.897058824
Random Forest,2.1,89,21,389,8169,0.009322938,1.450061083,0.155899153,1.601005793,0.025889329,1.462632895,float64,0.928571429,1,0.47826087,0.647058824
Decision Tree,2.2,38,0,3900,6535,0.025466319,1.456250191,0.097903741,1.561405897,0.060016184,1.492187262,float64,0.963516746,0.872146119,0.852678571,0.862302483
AdaBoost,2.1,106,3,1559,8169,0.006227188,1.444593906,0.248844085,1.778954029,0.040963583,1.481217146,float64,0.959641256,0.879518072,0.811111111,0.843930636
AdaBoost,2.1,101,20,3509,8169,0.006531724,1.440512896,0.856879974,2.256350994,0.065808242,1.504337072,float64,0.955481728,0.860962567,0.797029703,0.827763496
KNN,2.1,61,22,3509,8169,0,1.430736303,0.013253694,1.462069035,0.233748502,1.683213949,float64,0.922259136,0.717948718,0.693069307,0.705289673
AdaBoost,2.2,114,24,3900,3268,0.026327027,1.485736847,0.459375482,1.911824942,0.142495434,1.520092249,float64,0.968301435,0.909090909,0.848214286,0.877598152
AdaBoost,2.2,116,5,3900,4901,0.025820546,1.453617096,0.507713474,2.012548923,0.066232056,1.51318717,float64,0.969497608,0.913875598,0.852678571,0.88221709
AdaBoost,2.1,107,16,1169,8169,0.007002853,1.457494974,0.252274443,1.647319078,0.03471959,1.463196039,float64,0.960159363,0.873015873,0.820895522,0.846153846
AdaBoost,2.2,119,14,3900,7352,0.024519309,1.492156029,0.736741744,2.357963085,0.083581731,1.522516012,float64,0.968301435,0.913043478,0.84375,0.877030162
KNN,2.2,77,22,3900,5718,0.016301301,1.476871014,0.009137854,1.454516888,0.225785609,1.746147156,float64,0.88576555,1,0.147321429,0.256809339
Bagging Classifier,2.1,130,29,3900,8169,0.00085809,1.452308178,0.794438314,2.206950188,0.060666054,1.49707818,float64,0.967105263,0.90430622,0.84375,0.872979215
AdaBoost,2.2,120,8,3900,8169,0.000848593,1.449860096,1.466170374,2.38220191,0.058004156,1.52614212,float64,0.968899522,0.913461538,0.848214286,0.87962963
SVM,2.2,16,23,3900,4901,0.023872691,1.458817005,0.458648457,2.004562855,0.231442631,1.686499119,float64,0.828349282,0.431965443,0.892857143,0.58224163
SVM,2.2,17,9,3900,5718,0.045173042,1.438625097,0.567224247,1.990025997,0.301383452,1.710709095,float64,0.828349282,0.431965443,0.892857143,0.58224163
KNN,2.2,77,1,3900,5718,0.015914429,1.454209089,0.011171501,1.437951088,0.262934934,1.735851049,float64,0.88576555,1,0.147321429,0.256809339
KNN,2.2,75,12,3900,4084,0.023247413,1.460989952,0.00953818,1.444519997,0.256092344,1.745628119,float64,0.869019139,1,0.022321429,0.043668122
KNN,2.2,77,5,3900,5718,0.026088923,1.473171949,0.01095824,1.445420027,0.233209375,1.732013226,float64,0.88576555,1,0.147321429,0.256809339
Decision Tree,2.1,25,18,1950,8169,0.006417165,1.448870897,0.043071956,1.505998135,0.032564636,1.469272852,float64,0.954545455,0.842592593,0.8125,0.827272727
Decision Tree,2.1,30,3,3900,8169,0.000574234,1.452408791,0.129259667,1.63232398,0.066041477,1.496253967,float64,0.959330144,0.864485981,0.825892857,0.844748858
Decision Tree,2.1,27,19,1169,8169,0.010692661,1.441867113,0.028442696,1.470098972,0.021976855,1.452102184,float64,0.948207171,0.825396825,0.776119403,0.8
SVM,2.2,13,29,3900,2451,0.045153394,1.443860054,0.626429312,1.814620733,0.232265625,1.64269495,float64,0.828349282,0.431965443,0.892857143,0.58224163
AdaBoost,2.1,110,21,3900,8169,0.000842844,1.420787811,0.981996027,2.424461126,0.102126818,1.515781879,float64,0.968899522,0.913461538,0.848214286,0.87962963
KNN,2.1,65,22,1950,8169,0.01916123,1.426651955,0.008146239,1.469094992,0.108006318,1.534645796,float64,0.898325359,0.658823529,0.5,0.568527919
Bagging Classifier,2.1,130,22,3900,8169,0.000531021,1.460406065,0.488886504,2.151190996,0.064637443,1.518826962,float64,0.961722488,0.904040404,0.799107143,0.848341232
KNN,2.2,79,5,3900,7352,0.018332592,1.445578098,0.009100195,1.473341942,0.224988144,1.754221201,float64,0.915669856,0.848739496,0.450892857,0.588921283
Decision Tree,2.2,33,21,3900,2451,0.024535499,1.458653927,0.06317974,1.524044037,0.054833742,1.490799665,float64,0.961124402,0.869767442,0.834821429,0.851936219
Random Forest,2.2,95,17,3900,4084,0.026020036,1.454273939,1.37639774,2.810549021,0.125264199,1.51792407,float64,0.979066986,1,0.84375,0.915254237
AdaBoost,2.2,119,24,3900,7352,0.015969353,1.471600056,0.867257896,2.306376934,0.07087611,1.509656906,float64,0.968301435,0.913043478,0.84375,0.877030162
Decision Tree,2.2,36,20,3900,4901,0.01522871,1.480186224,0.095376942,1.558025837,0.055042347,1.497482061,float64,0.964114833,0.869369369,0.861607143,0.865470852
Decision Tree,2.1,25,10,1950,8169,0.01040941,1.453835011,0.068518104,1.508477211,0.037124625,1.478929996,float64,0.944976077,0.823529412,0.75,0.785046729
Bagging Classifier,2.2,139,26,3900,7352,0.027104597,1.456969261,0.563908009,2.118629694,0.068921933,1.512512207,float64,0.963516746,0.897560976,0.821428571,0.857808858
Random Forest,2.1,90,2,3900,8169,0.000799739,1.444180965,1.625093139,3.408646345,0.085275956,1.562963247,float64,0.979066986,0.984615385,0.857142857,0.91646778
Decision Tree,2.1,26,12,1559,8169,0.021951598,1.448215008,0.039789901,1.482354879,0.03216782,1.461139917,float64,0.961136024,0.880952381,0.822222222,0.850574713
AdaBoost,2.1,105,5,1950,8169,0.010015462,1.438140392,0.364212522,1.885620117,0.064998598,1.511060953,float64,0.965311005,0.867256637,0.875,0.871111111
AdaBoost,2.2,116,10,3900,4901,0.025857547,1.466685057,0.516174134,2.007280111,0.063517865,1.527749062,float64,0.970095694,0.914285714,0.857142857,0.884792627
Random Forest,2.1,82,29,3119,8169,0.01075506,1.46349287,1.558798535,2.963404655,0.073160689,1.525309086,float64,0.974588939,1,0.811111111,0.895705521
Bagging Classifier,2.2,136,28,3900,4901,0.027085382,1.455575943,0.342354147,1.993170023,0.072241587,1.497641087,float64,0.962320574,0.917098446,0.790178571,0.848920863
KNN,2.2,74,17,3900,3268,0.025058514,1.457490921,0.010040306,1.447223902,0.340330566,1.727047205,float64,0.868421053,1,0.017857143,0.035087719
Bagging Classifier,2.1,126,3,1559,8169,0.010213657,1.455569029,0.174307233,1.649018049,0.032325561,1.466858864,float64,0.952167414,0.902777778,0.722222222,0.802469136
KNN,2.2,76,29,3900,4901,0.025694305,1.480695009,0.009967677,1.465616941,0.271696413,1.743137598,float64,0.879784689,1,0.102678571,0.186234818
KNN,2.1,65,7,1950,8169,0.012025498,1.445406914,0.004934309,1.450121403,0.095794475,1.547973156,float64,0.898325359,0.658823529,0.5,0.568527919
Random Forest,2.1,84,22,2340,8169,0.007140538,1.451772928,1.057334766,2.457190752,0.091157818,1.513326168,float64,0.965104686,0.99009901,0.746268657,0.85106383
Decision Tree,2.2,38,19,3900,6535,0.025501169,1.457856178,0.126286569,1.581552982,0.048040706,1.503801107,float64,0.95992823,0.858447489,0.839285714,0.848758465
Bagging Classifier,2.2,134,9,3900,3268,0.016222111,1.46391201,0.294400519,1.896085978,0.057336297,1.512193203,float64,0.95992823,0.890547264,0.799107143,0.842352941
Bagging Classifier,2.1,128,2,779,8169,0.010955835,1.460143805,0.133434512,1.532695055,0.025084904,1.446510077,float64,0.96119403,0.944444444,0.755555556,0.839506173
AdaBoost,2.1,108,22,779,8169,0.010000588,1.454275131,0.15070813,1.626441956,0.029137406,1.464143276,float64,0.970149254,0.906976744,0.866666667,0.886363636
Bagging Classifier,2.1,126,22,1559,8169,0.010031354,1.447779894,0.191892679,1.636182785,0.024668872,1.479653835,float64,0.952167414,0.902777778,0.722222222,0.802469136
SVM,2.1,2,28,3119,8169,0.010703899,1.468978882,0.341010877,1.840101957,0.148355183,1.640633821,float64,0.835575486,0.445054945,0.9,0.595588235
Bagging Classifier,2.1,128,26,779,8169,0.039047329,1.385418892,0.179575602,1.533990145,0.04677024,1.433891058,float64,0.96119403,0.944444444,0.755555556,0.839506173
SVM,2.2,15,0,3900,4084,0.028671756,1.429187775,0.517019584,1.9617033,0.427961786,1.681328058,float64,0.828349282,0.431965443,0.892857143,0.58224163
SVM,2.1,10,0,3900,8169,0.000867015,1.440075159,0.407626959,2.063602924,0.247223541,1.719105721,float64,0.828349282,0.431965443,0.892857143,0.58224163
Decision Tree,2.1,23,21,2730,8169,0.006931355,1.429224968,0.08630535,1.526340961,0.054491079,1.464014292,float64,0.953846154,0.850340136,0.796178344,0.822368421
KNN,2.1,61,28,3509,8169,0.007072941,1.456041813,0.02935036,1.444236755,0.496175973,1.706266165,float64,0.922259136,0.717948718,0.693069307,0.705289673
KNN,2.2,77,26,3900,5718,0.028675269,1.469851732,0.009172734,1.473582745,0.387820317,1.740822792,float64,0.88576555,1,0.147321429,0.256809339
Random Forest,2.1,90,29,3900,8169,0.001031375,1.427053928,2.073976252,3.418462038,0.082672326,1.546564102,float64,0.976076555,1,0.821428571,0.901960784
Bagging Classifier,2.1,130,16,3900,8169,0.000549435,1.45283103,0.448336297,2.108998775,0.058559813,1.518127918,float64,0.96291866,0.909090909,0.803571429,0.853080569
Bagging Classifier,2.1,130,23,3900,8169,0.000832598,1.443191051,0.541073686,2.13173914,0.047638362,1.515269041,float64,0.964114833,0.894230769,0.830357143,0.861111111
KNN,2.2,79,26,3900,7352,0.017826067,1.465446234,0.011322867,1.472386837,0.280171978,1.755640984,float64,0.915669856,0.848739496,0.450892857,0.588921283
Decision Tree,2.1,30,23,3900,8169,0.000854828,1.435342073,0.246415263,1.608497858,0.05275647,1.490551233,float64,0.96291866,0.868181818,0.852678571,0.86036036
KNN,2.1,64,17,2340,8169,0.008386812,1.448771954,0.00599824,1.451068878,0.121285306,1.568719864,float64,0.90329013,0.67961165,0.52238806,0.5907173
KNN,2.1,62,18,3119,8169,0.009966782,1.466814995,0.008504345,1.455105066,0.188112402,1.662074804,float64,0.912556054,0.711409396,0.588888889,0.6443769
Bagging Classifier,2.2,140,2,3900,8169,0.000870073,1.408544064,0.723908155,2.143403053,0.070335427,1.513952017,float64,0.961722488,0.904040404,0.799107143,0.848341232
AdaBoost,2.1,108,13,779,8169,0.006765763,1.467137098,0.164796323,1.634330988,0.043482079,1.459164858,float64,0.970149254,0.906976744,0.866666667,0.886363636
Decision Tree,2.1,28,28,779,8169,0.007648936,1.448003054,0.020544773,1.461966038,0.014984168,1.473864317,float64,0.958208955,0.860465116,0.822222222,0.840909091
Random Forest,2.1,81,22,3509,8169,0.012799449,1.445029974,1.90819112,3.11203599,0.068142554,1.539238214,float64,0.971428571,0.99378882,0.792079208,0.8815427
KNN,2.2,76,1,3900,4901,0.015765655,1.46932888,0.009741848,1.460390091,0.268048453,1.758456707,float64,0.879784689,1,0.102678571,0.186234818
AdaBoost,2.2,118,21,3900,6535,0.024943025,1.467023849,0.494903493,2.188637972,0.073988772,1.530910969,float64,0.968899522,0.913461538,0.848214286,0.87962963
SVM,2.2,19,23,3900,7352,0.01765958,1.462510824,0.374396767,2.012082815,0.300997832,1.684863806,float64,0.828349282,0.431965443,0.892857143,0.58224163
Bagging Classifier,2.1,130,26,3900,8169,0.000868049,1.465661049,0.444450547,2.157641888,0.05736893,1.514581919,float64,0.961722488,0.9,0.803571429,0.849056604
SVM,2.2,18,26,3900,6535,0.015962325,1.468281031,0.412875746,2.003739834,0.189377675,1.701005936,float64,0.828349282,0.431965443,0.892857143,0.58224163
KNN,2.1,66,2,1559,8169,0.00645747,1.447339058,0.005414424,1.436442137,0.070341452,1.53160882,float64,0.917787743,0.733333333,0.611111111,0.666666667
KNN,2.2,79,13,3900,7352,0.017368498,1.458546877,0.010019088,1.444787979,0.274088253,1.721100092,float64,0.915669856,0.848739496,0.450892857,0.588921283
SVM,2.1,6,26,1559,8169,0.007169141,1.451592207,0.092247614,1.566787958,0.073554173,1.493550062,float64,0.828101644,0.435897436,0.944444444,0.596491228
AdaBoost,2.2,112,4,3900,1633,0.024940775,1.460468054,0.266956317,1.809400082,0.068201004,1.522771835,float64,0.969497608,0.909952607,0.857142857,0.882758621
SVM,2.1,5,14,1950,8169,0.010559503,1.463630199,0.132634104,1.613427877,0.099304696,1.519267082,float64,0.820574163,0.416666667,0.848214286,0.558823529
AdaBoost,2.1,106,17,1559,8169,0.009899777,1.452841043,0.389934222,1.763747931,0.040822095,1.482275963,float64,0.964125561,0.934210526,0.788888889,0.855421687
AdaBoost,2.2,117,4,3900,5718,0.025188812,1.475431919,0.574210622,2.119952679,0.064672965,1.510218143,float64,0.970095694,0.914285714,0.857142857,0.884792627
KNN,2.2,76,8,3900,4901,0.024319522,1.473393202,0.013850711,1.446176052,0.718822796,1.735055923,float64,0.879784689,1,0.102678571,0.186234818
Bagging Classifier,2.1,122,16,3119,8169,0.007350053,1.441657066,0.361766616,1.993904352,0.052711891,1.493863821,float64,0.96038864,0.904458599,0.788888889,0.84272997
Decision Tree,2.1,21,21,3509,8169,0.011729732,1.449728012,0.069879514,1.552452087,0.044535953,1.505440712,float64,0.962126246,0.879581152,0.831683168,0.854961832
Bagging Classifier,2.1,127,9,1169,8169,0.007112453,1.476117134,0.118290413,1.593531847,0.028697271,1.467078209,float64,0.942231076,0.839285714,0.701492537,0.764227642
KNN,2.1,68,3,779,8169,0.009939313,1.444525957,0.004164373,1.462822914,0.037136958,1.490750074,float64,0.898507463,0.657142857,0.511111111,0.575
Bagging Classifier,2.1,121,15,3509,8169,0.010092583,1.466883183,0.564007482,2.048435211,0.053754254,1.500888109,float64,0.961461794,0.909090909,0.792079208,0.846560847
Decision Tree,2.2,33,15,3900,2451,0.016419592,1.473247051,0.055903432,1.523136854,0.055411305,1.505781174,float64,0.96291866,0.868181818,0.852678571,0.86036036
Random Forest,2.1,81,9,3509,8169,0.010494456,1.454238892,1.700292804,3.11880517,0.115703135,1.52691412,float64,0.97076412,0.981707317,0.797029703,0.879781421
KNN,2.2,72,23,3900,1633,0.025569911,1.461730957,0.007242367,1.455744982,0.370608509,1.730194092,float64,0.868421053,1,0.017857143,0.035087719
KNN,2.1,67,16,1169,8169,0.010146312,1.458644867,0.007342153,1.438956976,0.077868052,1.514163017,float64,0.916334661,0.727272727,0.597014925,0.655737705
